5,8195
5,8200
5,8205
5,8210
5,8215
5,8220
5,8225
5,8230
5,8235
5,8240
5,8245
5,8250
5,8255
5,8260
5,8265
5,8270
5,8275
5,8280
5,8285
5,8290
5,8295
5,8300
5,8305
5,8310
5,8315
5,8320
5,8325
5,8330
5,8335
5,8340
5,8345
5,8350
5,8355
5,8360
5,8365
5,8370
5,8375
5,8380
5,8385
5,8390
5,8395
5,8400
5,8405
5,8410
5,8415
5,8420
5,8425
5,8430
5,8435
5,8440
5,8445
5,8450
5,8455
5,8460
5,8465
5,8470
5,8475
5,8480
5,8485
5,8490
5,8495
5,8500
5,8505
5,8510
5,8515
5,8520
5,8525
5,8530
5,8535
5,8540
5,8545
5,8550
5,8555
5,8560
5,8565
5,8570
5,8575
5,8580
5,8585
5,8590
5,8595
5,8600
5,8605
5,8610
5,8615
5,8620
5,8625
5,8630
5,8635
5,8640
5,8645
5,8650
5,8655
5,8660
5,8665
5,8670
5,8675
5,8680
5,8685
5,8690
5,8695
5,8700
5,8705
5,8710
5,8715
5,8720
5,8725
5,8730
5,8735
5,8740
5,8745
5,8750
5,8755
5,8760
5,8765
5,8770
5,8775
5,8780
5,8785
5,8790
5,8795
5,8800
5,8805
5,8810
5,8815
5,8820
5,8825
5,8830
5,8835
5,8840
5,8845
5,8850
5,8855
5,8860
5,8865
5,8870
5,8875
5,8880
5,8885
5,8890
5,8895
5,8900
5,8905
5,8910
5,8915
5,8920
5,8925
5,8930
5,8935
5,8940
5,8945
5,8950
5,8955
5,8960
5,8965
5,8970
5,8975
5,8980
5,8985
5,8990
5,8995
5,9000
5,9005
5,9010
5,9015
5,9020
5,9025
5,9030
5,9035
5,9040
5,9045
5,9050
5,9055
5,9060
5,9065
5,9070
5,9075
5,9080
5,9085
5,9090
5,9095
5,9100
5,9105
5,9110
5,9115
5,9120
5,9125
5,9130
5,9135
5,9140
5,9145
5,9150
5,9155
5,9160
5,9165
5,9170
5,9175
5,9180
5,9185
5,9190
5,9195
5,9200
5,9205
5,9210
5,9215
5,9220
5,9225
5,9230
5,9235
5,9240
5,9245
5,9250
5,9255
5,9260
5,9265
5,9270
5,9275
5,9280
5,9285
5,9290
5,9295
5,9300
5,9305
5,9310
5,9315
5,9320
5,9325
5,9330
5,9335
5,9340
5,9345
5,9350
5,9355
5,9360
5,9365
5,9370
5,9375
5,9380
5,9385
5,9390
5,9395
5,9400
5,9405
5,9410
5,9415
5,9420
5,9425
5,9430
5,9435
5,9440
5,9445
5,9450
5,9455
5,9460
5,9465
5,9470
5,9475
5,9480
5,9485
5,9490
5,9495
5,9500
5,9505
5,9510
5,9515
5,9520
5,9525
5,9530
5,9535
5,9540
5,9545
